"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580,1595,1425,1450,1395,1600,1600,1595,1450,1500,1572.5,1500,1695,1890,1650,1785,1495,1550,1787,1825,1550,1750,1745,1650,1700,1950,1961,2050,2025,1995,1850,1850,1795,1795,1892.5,1900,1950,1897.5,1985,1985,1950,1985,1900,1895,1962.5
"Maryvale","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949,949,909.5,909.5,949,930,930,930,930,930,930,930,930,930,930
"Paradise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",3,,1095,1100,1100,1150,1150,1150,1150,1100,1100,1100,1100,1100,1100,1095,1095,1100,1125,1100,1097,1075,1045,1050,1050,1050,1050,1095,1099.5,1100,1100,1100,1100,1125,1125,1100,1100,1100,1100,1100,1100,1137,1100,1150,1125,1125,1100,1100,1100,1141,1100,1150,1170,1195,1195,1200,1200,1195,1150,1200,1200,1200,1200,1247.5,1217,1230,1250,1250,1250,1200,1200,1275,1195,1250,1250,1262.5,1295,1300,1300,1312.5,1300,1300,1300,1300,1300,1300,1310,1375,1369.5,1375,1395,1400,1395,1400,1402.5
"Upper West Side","New York","NY","New York-Newark-Jersey City","New York County",4,,,,,,,5037.5,5516,5095,5295,5500,5800,5950,6000,6000,5500,5475,5700,5700,5560,5700,6067,6000,6124.5,6000,5900,6000,5800,5500,5500,5295.5,4995,5500,5500,5200,5495,5495,5500,5700,5695,5295,5600,6350,6500,6500,6500,6497.5,6675,6500,6499.5,6500,6772.5,6500,6472.5,6500,6500,6400,6400,6295,6372.5,6197.5,6300,6275,6100,6250,6000,5499.5,5298.5,6200,5995,5868.5,5995,5900,6000,6000,6000,5700,5600,5995,5800,5800,5995,6272,6060,6279.5,6200,6000,6000,6000,5990,5500,5900,6200,6000
"South Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2495,2480,2395,2395,2395,2350,2255,2347.5,2195,2195,2350,2500,2500,2600,2500,2512.5,2600,2700,2635,2695,2650
"Upper East Side","New York","NY","New York-Newark-Jersey City","New York County",6,,,,,4500,4350,4295,4300,4397.5,4232.5,4495,4300,4400,4495,4495,4495,4200,4400,4495,4300,4495,4595,4595,4600,4650,4650,4695,4595,4500,4400,4495,4500,4895,4895,4795,4900,5000,5100,5300,5200,5000,5595,5795,6000,6000,6000,6272.5,6495,5547.5,5500,5995,5965,5450,5500,5600,5500,5200,5350,5500,5895,5995,5995,5995,6000,6195,5500,5100,4972.5,5064.5,5797.5,5500,5600,5500,5952.5,5833,5565,5600,5552,5505,5500,6150,5947.5,5500,5031,5454,5435.5,5195,5100,4985,4990,4950,5054,5300,5200
"Sunrise Manor","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",7,900,900,950,900,925,950,925,900,925,925,900,895,900,900,895,900,925,900,900,900,900,900,900,895,895,897,900,900,900,900,900,900,899,895,899,899,899,900,900,905,950,925,925,925,950,940,950,940,932.5,950,950,950,950,950,950,950,950,975,975,950,950,985,995,975,975,1000,1025,975,999,975,1000,995,995,999,1050,1050,1050,1100,1072.5,1065,1097,1095,1075,1075,1075,1050,1095,1100,1125,1130,1172.5,1100,1125,1150
"Spring Valley","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",8,1195,1200,1225,1250,1207.5,1200,1200,1195,1175,1155,1177.5,1150,1135,1100,1100,1100,1125,1100,1100,1100,1100,1100,1125,1150,1150,1150,1150,1150,1150,1125,1140,1125,1150,1150,1150,1150,1175,1190,1188,1182.5,1180,1175,1195,1200,1195,1195,1200,1199,1200,1200,1200,1225,1200,1212.5,1235,1250,1200,1249,1250,1280.5,1250,1227,1250,1245,1250,1295,1250,1250,1275,1250,1250,1250,1299,1295,1300,1300,1300,1300,1325,1350,1350,1350,1350,1350,1350,1350,1395,1450,1450,1400,1400,1400,1450,1495
"East New York","New York","NY","New York-Newark-Jersey City","Kings County",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1800,1800,1800,1800,1800,1800,1900,1900,1900,1900,1900,1999,2000,2000,1900,2000,2000,2000,2000,1900,2000,2000,2000,2000,2000,2000,2200,2100,2000,2150,2100,2200,2150,2200,2200,2200,2190,2200,2200,2200,2200,2200,2250,2300,2300,2200,2200,2262.5,2250,2300
"Paradise Valley","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1272.5,1335,1339,1350,1405,1398.5,1351,1392,1372.5,1343,1339,1300,1372,1479,1474,1500,1502,1545,1545,1538.5,1545
"Washington Heights","New York","NY","New York-Newark-Jersey City","New York County",11,,,2195,2225,2200,2195,2250,2200,2200,2200,2200,2200,2250,2295,2295,2295,2300,2300,2300,2300,2250,2295,2295,2299,2295,2299,2325,2375,2400,2400,2450,2400,2400,2395,2392.5,2395,2395,2395,2395,2415,2500,2510,2400,2472.5,2500,2500,2495,2495,2550,2500,2418,2500,2500,2550,2550,2695,2700,2700,2650,2570.5,2650,2650,2650,2550,2500,2500,2500,2600,2595,2450,2597.5,2495,2650,2670,2606,2699,2700,2750,2800,2750,2700,2612,2595,2562,2595,2565,2625,2650,2650,2651.5,2699,2750,2695,2650
"Deer Valley","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177,1303.5,1350,1356.5,1318,1291,1234,1277,1300,1300,1300,1310,1325,1347.5,1420,1436.5,1370,1400,1400
"North Mountain","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.5,1050,1100,1194.5,1142.5,1145,1170,1135,1165,1087,1099.5,1125,1199.5,1220,1199,1199,1225,1230,1229.5,1202
"Astoria","New York","NY","New York-Newark-Jersey City","Queens County",14,,,,,,2225,2300,2400,2400,2400,2350,2400,2400,2495,2495,2500,2400,2400,2500,2600,2700,2600,2500,2600,2550,2550,2600,2600,2650,2625,2600,2695,2700,2800,2800,2675,2700,2700,2700,2800,2875,2900,2852,3000,3000,3000,2800,2800,2800,2800,2800,2900,2900,2850,2895,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3097.5,3000,2950,2950,3000,2990,3000,3000,3000,2950,2900,2850,2850,2900,2800,2800,2800,2818.5,2800,2862.5,2900,2950,3000,2975,2747.5
"Far North","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",15,,,1500,1600,1500,1615,1597.5,1397.5,1500,1397.5,1375,1397.5,1275,1230,1334,1314,1375,1450,1415,1495,1495,1365,1318,1363,1405,1347.5,1409,1450,1450.5,1475,1475,1432.5,1550,1597.5,1650,1600,1642.5,1690,1695,1651,1685,1800,1775,1650,1600,1597.5,1610,1670,1745,1699,1650,1707.5,1700,1750,1734,1720,1695,1697.5,1724.5,1750,1797.5,1750,1742,1722,1735,1772.5,1756,1800,1875,1800,1750,1750,1875,1805,1823,1891,1999.5,2000,2000,1950,1925,1848.5,1895,1825,1800,1750,1816,1897.5,1964,2000,1968,1909.5,1935,1990
"Bedford Stuyvesant","New York","NY","New York-Newark-Jersey City","Kings County",16,,,,,,,1950,1950,1900,1900,1900,1900,1950,1850,1900,1900,1999,2000,2100,2200,2100,2100,2000,2000,2100,2137.5,2200,2200,2450,2600,2598.5,2622.5,2599,2500,2500,2500,2550,2550,2550,2599,2500,2500,2599,2600,2700,2675,2675,2600,2550,2600,2600,2600,2700,2695,2695,2700,2795,2750,2800,2800,2800,2795,2750,2700,2795,2800,2800,2800,2800,2875,2850,2750,2800,2700,2766,2800,2800,2800,2800,2800,2849,2795,2672,2600,2699,2700,2800,2800,2799,2799,2800,2800,2800,2750
"Williamsburg","New York","NY","New York-Newark-Jersey City","Kings County",17,,,,,,3000,3000,2975,3000,3250,3200,3000,2900,3000,3049.5,3000,3125,3082.5,3200,3300,3300,3200,3200,3200,3300,3200,3195,3300,3499,3499,3500,3500,3547.5,3500,3500,3407,3395,3300,3400,3450,3500,3600,3500,3500,3500,3425,3500,3500,3500,3500,3500,3600,3872.5,3695,3650,3650,3800,3700,3700,3650,3700,3795,3800,3795,3626,3600,3600,3780,3700,4000,3795,3697.5,3724.5,3350,3400,3599,3650,3700,3697.5,3600,3750,3700,3525,3522.5,3550,3565,3500,3500,3500,3599,3500,3495,3450,3375
"Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3450,3945,3600,3600,3825,3825,3850,3675,3900,3895,3895,4375,4000,3897.5,4000,4195,4150,4150,4100,4195,4135,4047.5
"Camelback East","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659,1762,1675,1582,1589,1585.5,1550,1550,1575,1495,1465,1495,1499,1500,1566,1557,1591,1624,1680,1639.5,1800
"East Side","El Paso","TX","El Paso","El Paso County",20,,,,,1100,1050,1050,995,1060,1072.5,1000,995,1050,1050,1100,1150,1100,1100,1050,1050,1012.5,997.5,995,987.5,975,975,975,995,1000,1000,1000,1050,1000,1000,975,1000,980,975,975,975,950,995,975,975,950,995,1000,1030,1025,1025,1035,1095,1040,1095,1100,1050,1000,1050,1050,1000,1000,1000,1000,1000,1037.5,997,1090,1045,995,1050,975,985,1000,1000,1000,1000,995,1050,1050,1050,1000,997.5,995,995,1000,975,1000,995,1000,1050,1025,995,995,995
"Flatbush","New York","NY","New York-Newark-Jersey City","Kings County",21,,,,,,,,,,,,,,,1725,1750,1700,1900,1900,1850,1850,1899,1800,1858,1900,1950,1900,1900,2000,2150,2200,2349.5,2299,2100,2000,2200,2100,2100,2150,2200,2137.5,2150,2200,2100,2150,2300,2295,2100,2100,2200,2300,2367,2450,2375,2325,2375,2375,2325,2300,2300,2400,2400,2400,2375,2350,2400,2400,2400,2500,2400,2350,2350,2400,2395,2400,2400,2450,2495,2500,2500,2500,2492.5,2450,2450,2437.5,2495,2490,2500,2500,2499,2500,2600,2572.5,2550
"Southeast Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",22,,985,1025,975,912.5,950,925,850,875,985,985,975,950,899.5,900,950,950,995,995,999,980,951.5,951.5,950,960,998,995,1000,1000,975,995,950,950,950,950,950,950,1025,1036.5,1036.5,1050,1050,1025,1036.5,1050,1075,1050,1075,1025,1025,1075,1050,1050,1050,1050,1000,990,975,995,975,975,975,975,1069,1120,1050,1150,1000,1050,985,1026.5,1013,1050,1120,1062.5,1087.5,1062.5,1140,1150,1197.5,1175,1100,1100,1160,1195,1150,1150,1150,1150,1100,1195,1200,1150,1195
"Crown Heights","New York","NY","New York-Newark-Jersey City","Kings County",23,,,,,,,,,,,,,,,,,,,2400,2400,2500,2499,2375,2300,2350,2499,2500,2500,2650,2700,2799,2800,2800,2789,2672.5,2600,2650,2695,2650,2600,2600,2725,2799.5,2800,2850,2900,2900,2850,2800,2789,2750,2750,2800,2799,2800,2800,2799,2850,2800,2799,2800,2850,2895,2899,2950,2875,2849.5,2900,3000,3200,3000,2750,2799.5,2700,2750,2775,2799,2824.5,2850,2850,2847,2750,2685,2750,2795.5,2782,2800,2899,2850,2900,2999.5,2999,3000,2750
"Jamaica","New York","NY","New York-Newark-Jersey City","Queens County",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,2126.5,2225,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2250,2299,2250,2300,2300,2300
"Harlem","New York","NY","New York-Newark-Jersey City","New York County",25,,,,,,,,,,,2500,2500,2450,2400,2400,2250,2250,2300,2350,2450,2400,2500,2500,2400,2200,2300,2495,2500,2650,2700,2695,2600,2500,2500,2500,2472.5,2500,2600,2650,2700,2850,2800,2700,2800,2887.5,2900,2700,2700,2700,2650,2600,2650,2700,2897.5,2925,2925,2999,2900,2900,2872.5,2872.5,2900,2895,2900,2950,2825,2797.5,3000,2800,2800,2995,2650,2900,2850,2995,2995,3000,3000,3200,3000,3000,2995,2825,2700,2750,2900,2900,2999,2995,3140,3200,3195,3050,2900
"Enterprise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",26,1200,1200,1250,1200,1200,1200,1195,1200,1200,1200,1200,1195,1197.5,1195,1195,1195,1195,1200,1195,1195,1195,1170,1150,1150,1150,1175,1195,1195,1195,1199,1200,1195,1195,1195,1195,1195,1195,1195,1195,1195,1200,1200,1247.5,1225,1225,1200,1200,1200,1250,1228.5,1225,1225,1225,1250,1250,1250,1250,1250,1250,1250,1250,1267.5,1255,1250,1295,1275,1295,1295,1275,1295,1295,1261.5,1300,1300,1349,1350,1350,1350,1365,1350,1350,1350,1350,1375,1395,1395,1395,1399.5,1412.5,1450,1416,1450,1450,1450
"Williamsbridge","New York","NY","New York-Newark-Jersey City","Bronx County",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1750,1800,1700,1750,1800,1750,1750,1750,1750,1700,1800,1800,1800,1750,1750,1800,1800,1800,1800,1800,1850,1800,1900,1900,1850,1900,1900,1800,1800,1800,1900,1995.5,1900,1953,1900,1900,1950,1992,1992,1900,1950,1950,1900,1950,1950,1971,2100,2100,2000,2100,2000,2000,2100,2150,2150,2150,2200,2200,2175,2200,2200,2200
"East Harlem","New York","NY","New York-Newark-Jersey City","New York County",28,,,,,,3049.5,2960,3200,2900,2797.5,2797.5,3000,3095,2995,3000,3200,3275,3450,3300,3300,3400,3495,3472.5,3300,3300,3300,3300,3299,3347.5,3395,3295,3295,3450,3450,3395,3450,3399,3350,3395,3397,3395,3397.5,3300,3272.5,3272.5,3300,3295,3300,3000,3195,2995,3000,3500,3450,3400,3400,3400,3400,3300,3297.5,3300,3300,3495,3499.5,3400,3472.5,3300,3450,3500,3495,3500,3450,3450,3450,3300,3300,3450,3350,3322.5,3285,3199,3199,3025,3195,3295,3325,3320,3450,3500,3547.5,3495,3500,3495,3450
"North Scottsdale","Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",29,,,,,,,,,,,,1772.5,1795,1775,1557,1575,1600,1575,1500,1562.5,1514,1450,1349,1466,1347,1420,1500,1550,1600,1615,1515,1624.5,1649,1795,1800,1635,1700,1730,1797.5,1700,1700,1725,1763.5,1800,1834,1795,1789,1850,1812.5,1800,1995,1998,1895,1825,1739,1852.5,1797.5,1819.5,1884,1874,1850,1800,1699,1790,1760,1785,1795,1800,1739,1795,1797.5,1749,1795,1839,1837,1800,1797.5,1860,1892,1800,1700,1752,1850,1865,1850,1850,1779,1849,1799.5,1860,1892,1950,1959,2000
"Bushwick","New York","NY","New York-Newark-Jersey City","Kings County",30,,,,,,1700,1800,1800,1950,1925,1900,1800,1750,1737.5,1800,1800,1800,2100,2195,2200,2250,2200,2195,2150,2150,2100,2200,2400,2500,2500,2500,2699,2699,2600,2600,2600,2572.5,2550,2500,2500,2500,2500,2575,2650,2699,2600,2600,2600,2700,2700,2700,2699,2667.5,2700,2800,2800,2800,2800,2800,2800,2799,2800,2800,2894,2886,2899,2900,2900,2900,2912.5,2875,2850,2850,2700,2799,2800,2895,2850,2882.5,2820,2775,2749,2700,2658,2700,2695,2750,2800,2850,2820.5,2800,2841,2795,2700
"East Flatbush","New York","NY","New York-Newark-Jersey City","Kings County",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945.5,1900,1900,1992,1900,1900,1900,1953,1950,1900,1900,1900,1900,1900,2000,2000,2000,2000,2050,2100,2100,2050,2050,2000,2047.5,2099.5,2095,2095,2000,2000,2000,2100,2097.5,2200,2200,2100,2100,2100,2200,2325,2200,2200,2250,2200,2200,2200,2200,2200,2200,2200,2300,2300,2200,2299,2295,2200,2400,2187.5,2374.5,2400,2399
"Alief","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",32,,,,,,,,,,,,,,,,,,,,1000,995,850,959,920,900,950,962,1044,1100,1100,975,1100,1150,1099,1150,1099,1075,1062.5,1100,1175,1197.5,1150,1165,1200,1200,1200,1200,1160,1170,1200,1224,1225,1200,1250,1200,1212.5,1250,1250,1250,1250,1200,1250,1250,1289,1224.5,1250,1300,1299,1224,1275,1300,1250,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1250,1300,1300,1350,1350,1350,1258,1300,1350,1400,1399.5,1377.5
"Corona","New York","NY","New York-Newark-Jersey City","Queens County",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715,2600,2480,2500,2500,2500,2500,2525,2500,2500,2500,2500,2500,2500,2575,2525,2550,2550,2565,2500,2675,2652.5,2600,2500,2665
"East Memphis-Colonial-Yorkshire","Memphis","TN","Memphis","Shelby County",34,,,,,,995,995,1112.5,999,995,962.5,972.5,1060,1100,1100,1095,1097.5,1030,1000,895,957.5,897.5,850,850,807.5,850,875,880,950,950,900,895,950,950,895,895,895,827.5,800,800,875,895,862.5,875,875,875,900,895,895,875,875,895,895,850,850,875,870,875,895,920,900,885,895,925,975,912,925,950,975,950,1025,925,895,895,950,925,985,975,950,895,900,897.5,925,900,895,875,900,895,925,925,900,925,950,950
"Sunset Park","New York","NY","New York-Newark-Jersey City","Kings County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2420,2400,2400,2300,2300,2287,2300,2300,2325,2447.5,2497,2472.5,2400,2300
"Concourse","New York","NY","New York-Newark-Jersey City","Bronx County",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1975,2100,2000,2193,2193,2193,2193,2193,2200,2200,2300,2250,2200,2200,2125
"Bullard","Fresno","CA","Fresno","Fresno County",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1600,1495,1550,1450,1485,1450,1410,1495,1429.5,1450,1450,1441,1450,1447.5,1477,1495,1475,1475,1450
"Southwest Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1299.5,1397,1332.5,1363.5,1350,1350,1325,1350,1350,1350,1400,1345,1425,1425,1445,1395,1450,1450,1442.5,1435,1435
"Bensonhurst","New York","NY","New York-Newark-Jersey City","Kings County",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,2000,1900,1800,1900,1800,1800,1800,1900,2000,1900,2000,1997.5,1900,1990,2100,2250,2100,2000,2100,2147.5,2200,2200,2100,2200,2125,2100,2100,2100,2100,2000,2000,2100,2100,2150,2200,2200,2100,2200,2400,2400,2325,2150,2100,2100,2200,2100,2200,2100,2100,2100,2200,2225,2200,2200,2200,2200,2200,2200,2200,2297.5,2300,2300
"West San Jose","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3047.5,3022,3232,3197.5,3245,3100,3197.5,3400,3650,3597.5,3400,3447.5,3350,3425,3450,3595,3500,3500,3550,3700,3550,3400,3400,3495,3389.5,3247.5,3122.5,3200,3250,3488,3500,3800,3795,3800,3750,3650,3500,3500,3600,3500,3450,3600,3625,3700,3800,3800,3700,3800,3700
"Northeast","El Paso","TX","El Paso","El Paso County",41,,,,,,1095,1100,1050,1150,1000,997.5,1047.5,1100,1050,1100,950,1075,1100,1000,947.5,980,995,1000,1000,950,950,982,975,988.5,1000,1025,1025,1025,995,995,995,995,1000,995,995,1000,1025,1050,975,950,950,995,992.5,995,1000,1000,995,1000,1045,995,1000,995,995,975,950,977.5,995,995,1000,995,1025,999.5,995,980,1000,950,950,975,950,985,1000,1082.5,1050,1000,995,1000,985,970,962.5,950,950,950,995,995,995,987.5,950,975,985
"East","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",42,,,,,,,995,912.5,900,897.5,895,920,929,950,919,919,919,950,950,950,945,922.5,910,920,959.5,950,950,950,995,990,1000,995,995,999,1050,1050,1075,1095,1075,1075,1100,1095,1150,1100,1100,1137.5,1150,1150,1110,1125,1150,1150,1129,1150,1125,1095,1150,1195,1212.5,1195,1150,1192.5,1170,1225,1292.5,1212.5,1197.5,1240,1195,1230,1215,1197.5,1250,1250,1285,1325,1350,1395,1350,1300,1350,1340,1300,1300,1300,1350,1350,1400,1400,1425,1450,1450,1450,1432
"South Scottsdale","Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903,1899,1850,1850,1855,1900,1842.5,1830,1842.5,1757,1842.5,1679,1850,1700,1841.5,1880.5,1900,1873,1890,1993,2272.5
"Blossom Valley","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3195,3200,3272.5,3175,3216.5,3200,3249,3274,3175,3121,3200,3300,3300,3300,3300,3295,3250,3395,3250,3150,3100,3147
"Sheepshead Bay","New York","NY","New York-Newark-Jersey City","Kings County",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225,2295,2300,2000,2000,2000,2000,1850,1900,1900,2000,2175,2300,2300,2300,2200,2000,2200,2200,2200,2175,2200,2100,2274.5,2300,2380,2380,2395,2300,2300,2100,2100,2100,2000,2300,2250,2300,2000,2300,2200,2500,2300,2300,2100,2100,2100,2297,2300,2400,2450,2450,2300,2250,2375,2375,2300,2375,2350,2300,2300,2300,2350,2500,2400
"Willow Glen","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3195,3197.5,3350,3397.5,3500,3450,3404,3400,3400,3500,3497.5,3395,3500,3500,3500,3600,3600,3600,3650,3700,3700,3700
"Southeast","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",47,,1297.5,1250,1247.5,1250,1295,1250,1200,1195,1200,1200,1175,1185,1200,1250,1250,1195,1200,1225,1250,1200,1200,1250,1250,1200,1245,1255,1267.5,1275,1295,1288,1275,1250,1250,1250,1250,1250,1212.5,1225,1250,1295,1295,1300,1281,1295,1295,1300,1295,1300,1345,1345,1350,1350,1350,1395,1400,1395,1394,1395,1395,1375,1375,1385,1362.5,1385,1425,1395,1442.5,1395,1450,1387.5,1447,1450,1455,1460,1495,1500,1500,1500,1495,1500,1500,1500,1495,1500,1500,1497.5,1500,1525,1550,1550,1550,1575,1550
"Northwest","El Paso","TX","El Paso","El Paso County",48,,,1500,1500,1475,1400,1400,1350,1350,1350,1300,1300,1350,1300,1397.5,1400,1397.5,1375,1350,1400,1385,1400,1362.5,1367.5,1395,1400,1400,1362.5,1350,1300,1350,1300,1300,1287.5,1300,1300,1300,1300,1275,1275,1300,1350,1324.5,1250,1250,1250,1225,1250,1295,1300,1250,1300,1350,1350,1300,1300,1250,1250,1250,1200,1250,1250,1250,1250,1250,1375,1250,1250,1250,1225,1297.5,1250,1250,1250,1250,1250,1295,1295,1295,1275,1250,1250,1250,1250,1250,1277.5,1250,1250,1300,1350,1350,1300,1250,1250
"Canarsie","New York","NY","New York-Newark-Jersey City","Kings County",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1800,1762.5,1800,1800,1800,1800,1725,1700,1775,1800,1800,1800,1800,1800,1800,1900,1900,1900,1900,1900,1995,2000,2000,2100,2100,2100,2000,2000,2000,2000,2000,2000,2075,2200,2100,2100,2000,2200,2200,2100,2100,2100,2200,2200,2200,2200,2200,2200,2200,2300,2300,2300,2250,2200,2200,2200,2250,2299,2300,2300
"White Haven-Coro Lake","Memphis","TN","Memphis","Shelby County",50,,,,,,,,,,,,,,,,,,,,,,,,750,700,704.5,725,725,725,750,760,750,795,785,800,825,795,795,795,795,750,795,795,795,795,795,795,750,750,750,795,795,795,795,795,750,795,795,795,750,750,765,795,797,810,825,750,800,775,750,795,850,800,795,812.5,850,850,785,775,775,750,750,750,750,795,795,815,825,775,800,807.5,825,850,850
"Downtown","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350,3525,3550,3547.5,3595,3570,3500,3500,3450,3667.5,3797.5,3600,3936,3695,3545,3500,3625,3770,3795,3792.5,3447.5,3495,3829
"Mid City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3972.5,3600,3350,3950,3700,3645,3722.5,4100,3750,3950,3950,3675,3537.5,3350,3680,3687.5,3710,4150,3995,4147.5,3925,4200
