"RegionName","City","State","Metro","CountyName","SizeRank","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"Edgewater","Chicago","IL","Chicago-Naperville-Elgin","Cook County",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.5,1295,1350,1350,1395,1400,1397.5,1383.5,1389,1399,1400,1400,1350,1300,1250
"Lake View East","Chicago","IL","Chicago-Naperville-Elgin","Cook County",110,,,,,,1085,1085,1107.5,1130,1125,1100,1150,1150,1095,1132.5,1105,1215,1195,1220,1222.5,1222.5,1225,1180,1220,1270,1300,1262.5,1260,1315,1250,1277.5,1245,1207.5,1245,1275,1267.5,1245,1245,1300,1245,1250,1250,1275,1295,1275,1250,1275,1275,1250,1290,1250,1285,1295,1295,1300,1345,1335,1345,1295,1300,1295,1325,1350,1395,1350,1380,1400,1407.5,1387.5,1350,1350,1350,1340,1382.5,1312.5,1350,1450,1450,1395,1395,1380,1375,1440,1450,1450,1395,1412,1492,1447.5,1440,1445,1450,1410,1400,1387.5,1325,1325
"Fort Greene","New York","NY","New York-Newark-Jersey City","Kings County",111,,,,,,,,,,,,,2500,2538,2538,2652.5,2588,2435,2462.5,2495,2447.5,2480,2567,2603.5,2612,2547,2677.5,2656,2722,2650,2661,2750,2697.5,2675,2700,2700,2675,2700,2700,2700,2743,2750,2750,2809,2822.5,2750,2815,2850,2850,2895,2900,2950,3250,3133,3200,3443,3400,3000,3000,3000,2999,2999,2995,3000,2996,3001.5,3000,3000,3037.5,2995,2995,3094.5,2991.5,2999,2911,2773,2883,2995,3100,3050,3070,3060,3130,2995,2850,2750,2750,2794.5,2750,3095,3000,2992.5,3238,3190,3156,3149,3094.5
"Whitestone","New York","NY","New York-Newark-Jersey City","Queens County",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2200,2250,2100,2200,1950,2200,2300,2100,2100,2100,2200,2250,2200,2200,2100,2100,2100,2100,2200,2200,2200,2200,2200,2200,2200,2300,2300
"South Shore","Chicago","IL","Chicago-Naperville-Elgin","Cook County",113,,,,,,,,,,,,,,712.5,750,750,750,695,750,750,750,750,770,750,725,740,750,750,740,750,750,765,770,800,800,795,750,750,750,750,750,750,760,800,800,850,750,800,850,850,900,907.5,900,875,900,912.5,980,1000,950,1100,1100,1000,1000,1000,1000,1050,1050,1000,1000,997.5,977.5,1000,1000,950,1000,1000,1000,1044,1044,1044,1044,1044,1044,1044,1044,1000,1000,1000,1025,1044,1044,1047,1044,1088,1050,1044,1044
"North Park","San Diego","CA","San Diego-Carlsbad","San Diego County",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.5,1600,1575,1625,1650,1595,1562.5,1600,1625,1595,1595,1595,1650,1695,1695,1699,1695,1710,1725,1672.5,1790,1695
"South Boston","Boston","MA","Boston-Cambridge-Newton","Suffolk County",115,,,,,,,,,,,,,,,,,,,,,,,,,2427,2479,2585,2405,2400,2400,2550,2775,2867,2900,2800,2750,2700,2700,2779,2797.5,2750,2775,2800,2895,2900,2975,2800,2785.5,2849,2900,2625,2650,2687.5,2730,2726,2700,2800,2900,2727.5,2730,2650,2650,2700,2700,2800,2850,2850,3000,2744,2800,2825,2800,2856,2925,2800,2800,2845,3000,3100,3040.5,3000,3009,2985,3000,2950,3000,3000,3000,2850,3000,3000,3050,3100,3200,3200,3300,3300
"Morris Park","New York","NY","New York-Newark-Jersey City","Bronx County",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.5,1302.5,1327.5,1250,1285,1247.5,1200,1297,1250,1250,1255,1250,1295,1300,1300,1325,1350,1399,1327,1350,1350,1375,1399,1400,1437.5,1400,1500,1475,1450,1450,1450,1425,1450,1500,1450,1450,1500,1450,1450,1500,1500,1500,1750,1800,1500,1550,1625,1799,1697.5,1600,1694,1775,1795,1775,1795,1795,1725,1750,1795,1795,1797,1899.5,1825,1850,1800.5,1850,1850
"Dyker Heights","New York","NY","New York-Newark-Jersey City","Kings County",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1650,1675,1750,1625,1600,1600,1700,1650,1600,1700,1700,1700,1700,1800,1750,1800,1800,1800,1850,1850,1895,1900,1975,1900,1950,1950,2000,2000,2000,2000,1850,2000,1900,1900,2050,2000,2100,2200,2150,2100,2150,2100,2100,2000,1925,1900,1995,2000,2000,1995,2000,2000,2000,2000,2000,1900,2000,2000,1950,2100
"Throggs Neck","New York","NY","New York-Newark-Jersey City","Bronx County",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2100,1900,1875,1950,1950,1900,1950,1987.5,2000,2100,2000,2000,2000,2200,2200,2300,2250,2200,1950,2000
"Hyde Park","Boston","MA","Boston-Cambridge-Newton","Suffolk County",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2186,2209.5,2250,2000,2125,2175,2050,1850,1850,1825,1895,1950,2200,2000
"Hollywood Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360,2250,2397.5,2100,2122.5,2396.5,2712.5,2730,2695,2695,2680,2695,2775,2695,2822,2798,2895,2895,2924,2770,2600
"Capitol Hill","Seattle","WA","Seattle-Tacoma-Bellevue","King County",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1295,1345,1395,1410,1450,1350,1395,1335,1300,1335,1395,1495,1400,1295,1300,1345,1395,1410,1395,1395,1424.5,1495,1495,1510,1510,1422.5,1462.5,1362.5,1350,1350,1372.5,1525,1437.5,1450,1385,1395,1495,1420,1372.5,1395,1485,1520,1550,1590,1595,1595,1650,1600,1550,1495,1495,1570,1545,1595,1595,1595,1645,1612.5,1650,1585,1535
"Greenpoint","New York","NY","New York-Newark-Jersey City","Kings County",122,,,,,,,,,,,,,,,,,,,,,,2600,2700,2350,2400,2150,2365,2300,2400,2299.5,2600,2675,2800,2900,2925,2900,2850,2800,2700,2697,2625,2600,2700,2950,2995,2850,2850,2828.5,2900,2900,2795,2795,2700,2650,2800,2970,2915,2800,2900,2920,2911,2800,2750,2700,2700,2750,2850,2800,2850,2900,2800,2895,2895,2850,2665,2790,2770,2749,2799,2799,2899,2897,2800,2850,2750,2695,2600,2600,2599,2699,2800,2800,2900,3000,2950,2950,2801
"Glendale","New York","NY","New York-Newark-Jersey City","Queens County",123,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1450,1500,1500,1500,1500,1500,1550,1500,1500,1500,1500,1500,1500,1600,1550,1550,1600,1600,1600,1600,1600,1700,1600,1650,1650,1600,1762.5,1700,1800,1875,2000,1800,1799,1700,1800,1825,1800,1800,1800,1999,1925,1872.5,1995,1987,1925,2000,1900,1875,2000,2000,2000,2000,2000,1995,1900,1900,2000,2000,2100,2150,2100,2100,2000,2000,1900,2000,2000,2050,2100,2025
"Prospect Lefferts Gardens","New York","NY","New York-Newark-Jersey City","Kings County",124,,,,,,,,,,,,,,,,,,,,,1700,1600,1600,1600,1550,1525,1599,1600,1700,1600,1600,1625,1799.5,1800,1850,1900,1800,1750,1700,1600,1600,1650,1699,1799,1774.5,1800,1850,1850,1800,1725,1795,1850,2100,2000,2000,2000,1900,1900,1850,1900,1900,1950,1950,1950,1950,1950,1985,2000,2195,2200,2095,2162.5,2050,2300,2130,2050,2100,2099,2120.5,2097.5,2150,2200,2200,2200,2200,2195,2200,2099,2200,2299,2350,2400,2400,2477,2386,2395,2280
"West Roxbury","Boston","MA","Boston-Cambridge-Newton","Suffolk County",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080,1925,2100,2000,1895,1917.5,1995,1950,1995,2199.5,2250,2200,2200,2000,2000,2100,2177.5,2150,2175,2157.5,2150,2285,2340,2100,2288.5
"Little Haiti","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425,1412.5,1375,1400,1595,1572.5,1450,1425,1450,1400,1385,1300,1325,1300,1400,1450,1387.5,1362.5,1350,1350,1375,1400,1300,1300
"Kingsbridge","New York","NY","New York-Newark-Jersey City","Bronx County",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,1650,1775,1575,1590,1675,1596.5,1695,1625,1597.5,1500,1575,1550,1800,1825,1762.5,1775,1775,1862.5,1750
"Middle Village","New York","NY","New York-Newark-Jersey City","Queens County",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2075,2100,1900,1900,2000,2000,2000,2000,2000,2000,1950,2000,2000,2200,2200,2100,2100,2000,2100,2000,2100
"Ocean Hill","New York","NY","New York-Newark-Jersey City","Kings County",129,,,,,,,,,,,,,,,,,,,,,1482,1500,1572.5,1695,1595,1600,1550,1550,1597.5,1600,1600,1600,1700,1800,1800,1799.5,1750,1700,1700,1650,1600,1600,1600,1700,1700,1750,1800,1800,1800,1800,1800,1800,1899.5,1850,1850,1800,2000,2100,2100,2149.5,2100,2000,2000,2099,2100,2100,2100,2100,2099,2200,2100,2100,2100,2200,2100,2035,2100,2195,2198,2200,2200,2200,2300,2170,2149,2200,2197,2162.5,2200,2195,2200,2200,2299,2300,2380,2300,2150
"Homecrest","New York","NY","New York-Newark-Jersey City","Kings County",130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1372.5,1362.5,1425,1497.5,1490,1450,1450,1500,1525,1525,1495,1450,1500,1575,1650,1650,1650,1625,1696.5,1675,1600,1600,1672.5,1587,1562.5,1675,1600,1687.5,1650,1650,1650,1675,1700,1675,1650,1625,1600,1600,1650,1650,1699,1600,1850,1895,1925,1949.5,1962.5,1825,1760,1850,1800,1795,1850,1850,1862.5,1800,1922.5,1800,1775,1799.5,1850,1850,1850,1799.5
"Pacific Beach","San Diego","CA","San Diego-Carlsbad","San Diego County",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880,1845,1745,1745,1745,1770,1747.5,1750,1695,1695,1795,1900,1897.5,1872.5,1995,1895,1930,2265,2145,2195,2115,1995
"Neartown - Montrose","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1125,1172.5,1195,1250,1197.5,1170,1195,1150,1195,1150,1050,1025,1095,1095,1095,1100,1150,1150,1125,1150,1195,1250
"Downtown","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2500,2625,2400,2397.5,2400,2400,2450,2475,2400,2450,2400,2450,2395,2412.5,2400,2462.5,2437.5,2350,2400,2450,2450,2400,2400,2475,2592.5,2500,2350,2600,2600,2642.5,2575,2750,2505,2775,2700,2725,2600,2800,2750
"Briarwood","New York","NY","New York-Newark-Jersey City","Queens County",134,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1562.5,1587,1400,1475,1425,1387.5,1400,1375,1375,1375,1375,1400,1400,1450,1475,1495,1495,1496,1562.5,1550,1595,1685,1550,1650,1587.5,1550,1575,1612.5,1637,1775,1728,1775,1742.5,1695,1700,1735,1750,1775,1750,1750,1850,1725,1750,1750,1800,1750,1695,1695,1725,1727.5,1750,1745,1775,1800,1797,1850,1850,1850,1825,1825,1795,1795,1800,1875,1875,1925,1975,1840,1850,1925
"South End","Boston","MA","Boston-Cambridge-Newton","Suffolk County",135,,,,,,,,,,,,,,,2450,2362.5,2400,2400,2400,2375,2450,2500,2600,2600,2600,2600,2700,2600,2600,2560,2600,2700,2725,2800,2800,2800,2800,2810,2850,2850,2875,2800,2800,2770,2800,2800,2800,2700,2700,2750,2800,2800,2800,3000,2800,2800,2800,2800,2800,2700,2700,2700,2800,3000,3000,3000,3000,3000,2992.5,2995,2900,3000,3000,2600,2950,3200,3200,3000,3000,2950,2997.5,3000,3000,3025,3000,2950,3000,3000,3200,3276,3250,3300,3250,3250,3200,3199.5,3075
"Bronzeville","Chicago","IL","Chicago-Naperville-Elgin","Cook County",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1350,1395,1175,1204,1350,1400,1495,1350,1310,1400,1365,1370,1375,1387.5,1300,1295,1295,1251.5,1200,1250
"Roslindale","Boston","MA","Boston-Cambridge-Newton","Suffolk County",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,1950,1912.5,1900,1900,1850,1850,1800,1700,1650,1650,1700,1950,1850,1800,1825,1800,1825,1800,1800,1900,2000,2075,2195,2100,2075,2050,1925,2000,1800,1800,1750,1850,2000,2000,1900,2150,2097.5,2225,1962.5,1975,2025,1800,1925,1800,1900,1900,2000,2195,2200,2197.5,2195,2195,2000,2000,2050,2000,2100,2300,2300,2300,2200,2200,2200,2100,2000
"Brighton Beach","New York","NY","New York-Newark-Jersey City","Kings County",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,1800,1950,1950,1975,2000,2100,2000,2037,2025,2000,1950,1900,1950,1995,2000,2050,2050,2035,1999.5,2051,2050
"Financial District","New York","NY","New York-Newark-Jersey City","New York County",139,,,,,,2995,3000,3025,3090,3195,3100,3195,3150,3150,3095,3087,3150,3175,3200,3250,3300,3300,3310,3300,3300,3295,3250,3245,3250,3200,3195,3225,3250,3265,3295,3300,3373.5,3315,3340,3295,3295,3300,3300,3277,3300,3395,3350,3400,3395,3387.5,3379,3250,3365,3595,3700,3500,3495,3500,3470,3495,3475,3422.5,3395,3370,3375,3407,3475,3460,3527.5,3489.5,3457.5,3482,3492,3371.5,3350,3355,3429,3450,3500,3595,3595,3728,3695,3595,3570,3525,3500,3480,3576,3500,3500,3600,3650,3702,3738,3668.5,3637
"Ravenswood","Chicago","IL","Chicago-Naperville-Elgin","Cook County",140,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1325,1310,1220,1150,1200,1200,1295,1260,1450,1395,1350,1425,1400,1275,1205,1250,1375,1250,1250,1250,1408,1450,1395,1399,1295,1350,1200,1312.5,1295,1292.5,1450,1450,1460,1375,1400,1365,1365,1300,1325,1350,1340,1325,1295,1250,1300,1245,1245,1172.5,1295,1295,1350,1350,1350,1375,1395,1405,1450,1452.5,1386,1420,1455,1450,1400,1400,1425,1450,1395,1375,1350,1358.5
"Near Eastside","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.5,650,625,595,600,625,625.5,625,630,650,650,650,650,600,600,650,625,595,600,625,650,650
"Auburndale","New York","NY","New York-Newark-Jersey City","Queens County",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2000,1900,2000,2025,1950,2100,2100,2200,2200,2200,2250,2100,2100,2100,2200,2100,2175,2200,2150,2300,2300,2225,2150
"North Dorchester","Boston","MA","Boston-Cambridge-Newton","Suffolk County",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,2000,2000,2000,2000,2100,2000,2000,2000,1925,1995,1995,2000,2175,2187.5,2250,2300,2250,2100,2050,2000,2000,2100,2300,2250,2325,2400,2400,2300,2200,2200,2200,2100,2100,2400,2500,2500,2500,2500,2500,2600,2472.5,2300,2300,2200,2200,2550,2550,2550,2600,2694.5,2697,2697,2600,2500,2600,2650,2500,2650,2700,2700,2700,2700,2700,2700,2600,2600,2500
"Fort Hamilton","New York","NY","New York-Newark-Jersey City","Kings County",144,,,,,,,,,,,,,,,,,1425,1495,1575,1525,1500,1497.5,1700,1700,1725,1700,1600,1480,1500,1550,1662.5,1631.5,1562.5,1500,1562.5,1650,1600,1600,1600,1700,1650,1600,1600,1600,1675,1650,1650,1695,1650,1650,1650,1700,1700,1695,1700,1612.5,1700,1800,1800,1800,1850,1800,1850,1912.5,2000,2000,1950,1982.5,1900,1800,1962.5,1987.5,1900,1825,1850,1897.5,1985,1975,2099,1999.5,1950,1895,1800,1800,1800,1800,1800,1900,1875,1845,1875,1850,1750,1762.5,1800,1900,1850
"College Point","New York","NY","New York-Newark-Jersey City","Queens County",145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2200,2100,2000,2050,2100,2200,2200,2200,2200,2250,2250,2250,2200,2050,2125,2200,2200,2200,2200,2200,2200,2250,2300
"Flatiron District","New York","NY","New York-Newark-Jersey City","New York County",146,,,,,,2997.5,3000,3100,3295,3250,3300,3395,3390,3424,3400,3399.5,3450,3400,3400,3650,3550,3695,3650,3600,3595,3500,3495,3450,3400,3495,3490,3466,3500,3595,3600,3630,3647,3600,3595,3595,3585,3550,3600,3700,3765,3850,3995,3995,3864,3850,4095,4150,4195,4250,4295,4095,4100,4188.5,4213,4200,4095,3950,4095,4095,4100,4000,3895,4012.5,3947.5,3950,3924,3895,3995,3974.5,3895,3995,3875,4000,4096,4149,4157.5,4250,4295,4250,4200,4150,4188.5,4120.5,4195,4195,4233,4307,4300,4300,4197.5,4298.5,4181
"Capitol","Madison","WI","Madison","Dane County",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355,1375,1485,1355,1250,1235,1250,1300,1295,1355,1260,1299,1359,1360,1560
"South Chicago","Chicago","IL","Chicago-Naperville-Elgin","Cook County",148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,872.5,925,950,950,920,850,850,760,875,830,795,800,900,912.5,875,850,900,950,1000,1000,1000,1000,1000,980,1000,1000,1012.5,1062.5,1100,1025,1070,1100,1000,1000,977.5,950,1050,1000,1100,1050,1100,1100,1080,975,1050,1100,1050,1000,980,1047,1044,1044,1044,1000,1040,1044,1044,1100,1050,1050,1088,1088,1081.5,1088,1050,1050
"Clinton Hill","New York","NY","New York-Newark-Jersey City","Kings County",149,,,,,,,,,,,,,,,,,,2600,2347.5,2300,2440,2407.5,2695,2695,2597.5,2258.5,2300,2500,2450,2750,2695,2800,2800,2750,2775,2600,2500,2600,2600,2650,2600,2600,2600,2800,2800,2700,2800,2700,2650,2650,2650,2700,2757.5,2795,2850,2850,2700,2700,2797,2850,2849.5,2750,2700,2750,2850,2800,2700,2747.5,2750,2795,2800,2750,2629,2800,2625,2700,2828,2750,2695,2800,2850,2899.5,2747.5,2700,2795,2712.5,2735,2735,2700,2700,2800,2862,2841,2850,2800,2800,2700
"Pelham Bay","New York","NY","New York-Newark-Jersey City","Bronx County",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1475,1600,1800,1800,1800,1800,1750,1750,1749.5,1700,1800,1749,1800,1800,1800,1800,1900,1900,1825,1850,1800,1850
"Brickell","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",151,,,,,,,,,,,,,,,,,,,,,,,,,,,2325,2500,2675,2550,2525,2550,2525,2600,2600,2500,2400,2450,2450,2500,2500,2500,2550,2650,2500,2550,2550,2600,2612.5,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2550,2575,2500,2500,2520,2500,2500,2500,2500,2500,2500,2550,2450,2500,2500,2500,2500,2600,2550,2600,2624.5,2600,2650,2650,2600,2600,2649,2650,2650,2650,2600,2600,2650,2649.5,2600,2600,2600
"Allston","Boston","MA","Boston-Cambridge-Newton","Suffolk County",152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175,1850,1825,1850,1800,1895,1850,1995,2050,2200,2200,2375,2300,2200,2200,2050,2000,1975,1950,1900,1850,1850,2000,2300,2150,2000,1995,1950,1900,1950,1995,2095,2100,2150,2372.5,2395,2400,2400,2325,2300,2400,2100,2200,2400,2370,2050,2300,2400,2400,2505,2550,2600,2550,2500,2550,2550,2450,2400,2500,2800,2800,2550,2450,2450,2500,2500,2500,2500,2700
"Kew Gardens","New York","NY","New York-Newark-Jersey City","Queens County",153,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1550,1550,1550,1550,1550,1550,1550,1600,1650,1650,1650,1612.5,1650,1650,1650,1650,1675,1675,1650,1650,1700,1700,1750,1670,1695,1700,1725,1700,1750,1800,1800,1825,1900,1850,1850,1850,1800,1900,1875,1950,1850,1832.5,1850,1949,2100,1850,1972.5,2000,2000,1985,1995,1950,1950,1850,1850,1890,1950,1900,2000,2025,2000,2000,2000,2095,1950,1925,2124.5,2100,2000,1995,1972.5
"Flamingo Lummus","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",154,,,,,,,,,,,,,,,,1700,1631,1650,1660,1729,1812.5,1850,1950,1695,1475,1495,1447.5,1425,1475,1600,1500,1625,1550,1750,1850,1750,1775,1800,1812.5,1870,1812.5,1900,2000,2250,1950,1950,1900,1900,1800,1790,1800,1800,1800,1800,1800,1800,1850,1825,1800,1800,1800,1800,1900,1900,1900,1975,1800,1800,1900,1775,1750,1700,1850,1800,1700,1750,1800,1800,1750,1725,1650,1750,1800,1823,1800,1800,1750,1850,1937.5,1950,2100,2000,2000,1850,1820,1800,1700
"Back Bay","Boston","MA","Boston-Cambridge-Newton","Suffolk County",155,,,,,2097.5,2075,1925,1975,2200,2475,2600,2785,2750,2657.5,2600,2505,2555,2300,2175,2272.5,2350,2350,2400,2820,2850,2900,3000,2800,2675,2400,2400,2650,2750,2800,2975,3025,2995,2900,2906.5,2800,2800,2750,2700,2600,2600,2800,2750,2800,2840,2750,2800,2830,2950,2600,2650,2500,2500,2525,2500,2525,2527.5,2600,2527.5,2567.5,2600,2600,2515,2500,2500,2490,2525,2500,2900,2850,2875,2600,2750,2600,2600,2650,2700,2600,2600,2650,2700,2775,2795,2700,2700,2700,2700,2560,2700,2695,2695,2750,2800
"Pico-Robertson","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2999,2775,2570,2522.5,2575,2800,2650,2472.5,2595,2695,2650,2672.5,2675,2825,2800,2897.5,2800,2700,2595,2847.5,2795
"West Village","New York","NY","New York-Newark-Jersey City","New York County",157,,,,3050,3300,3047.5,3000,3195,3192.5,3200,3200,3200,3300,3505,3495,3300,3450,3615,3500,3597.5,3500,3495,3300,3550,3595,3500,3400,3495,3400,3300,3295,3400,3480,3495,3500,3500,3500,3600,3695,3695,3675,3612.5,3600,3670,3650,3500,3500,3500,3500,3572.5,3595,3600,3600,3600,3750,3650,3700,3725,3697.5,3695,3795,3700,3697.5,3695,3695,3695,3600,3800,3650,3797.5,3885,3695,3675,3600,3500,3650,3600,3650,3595,3750,3797,3895,3795,3775,3695,3595,3595,3595,3670,3695,3712,3842.5,3750,3850,3950,3995,3897.5
"Brooklyn Heights","New York","NY","New York-Newark-Jersey City","New York County",158,,,,,,,,,,,,,2901,2773.5,2728.5,2700,2700,2700,2300,2347.5,2550,2437.5,2500,2921.5,2997,2822,2850,2850,2951,2900,2800,2820,2975.5,2985,2950.5,3150,3150,3345,3130,2750,2700,2650,2650,2800,2800,2850,2950,3050,3025,2700,2850,3000,3085,2895,2900,3000,2975,2900,3000,3000,3000,3050,3150,3166,3100,3020,3000,2800,2950,3052.5,2997.5,3099,2964.5,2645,2962.5,3300,3200,3025,3195,3000,3100,3097.5,3010,3050,3285,3000,3200,3200,3200,3010,2962.5,2979,2989.5,3095,3200,3300,3312.5
"Fenway","Boston","MA","Boston-Cambridge-Newton","Suffolk County",159,,,,,1675,1675,1720,1745,1800,1750,1797.5,1997.5,1950,1972.5,1900,1875,1900,1835,1850,1850,1872.5,1975,2125,2250,1995,2100,2200,2200,2100,1950,1950,1895,1900,1900,1897.5,1900,1925,1950,2000,2300,2400,2400,2400,2300,2200,2150,2150,2150,2100,2125,2195,2300,2395,2395,2350,2337.5,2300,2270,2300,2200,2150,2100,2200,2400,2500,2400,2350,2400,2400,2200,2145,2100,2400,2250,2655,2600,2700,2650,2600,2500,2497.5,2450,2548,2550,2550,2550,2600,2650,2650,2600,2600,2600,2600,2634,2600,2600,2750
"Rittenhouse","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922.5,1695,1825,1750,1929.5,1972.5,1867.5,1787.5,1795,1862.5,1899,1899,1795,1795,1872.5,1850,1850,1750,1790,1650,1825,1975,1995,1847.5,1875,1850,1850,1800,1897.5,1925,1988,1995,2074,1995,1920,1900,1850,1850,1767.5,1800,1740,1600,1850,1950,1725,1900,1850,1797.5,1850,1712.5,1725,1697.5,1772.5,1795,1850,1952.5,1900,1910,1850,1950,1715,1700,1695,1595,1550,1595,1697.5,1600
"Uptown","Chicago","IL","Chicago-Naperville-Elgin","Cook County",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,1395,1462.5,1450,1350,1295,1395,1295,1200,1295,1312.5,1350,1450,1450,1399.5,1450,1450,1397.5,1250,1275,1250
